DateTime,AddedIPs,RemovedIPs
1583534171,432,1122
1583536107,385,721
1583538010,366,313
1583539939,1806,349
1583541852,314,343
1583543771,322,363
1583545696,312,315
1583547610,288,261
1583549527,362,307
1583551451,328,389
1583553371,376,260
1583555286,358,159
1583558174,352,238
1583560095,173,163
1583562010,274,171
1583563926,1323,1016
1583565868,1192,243
1583567768,1569,152
1583569713,1250,180
1583571632,636,198
1583573541,399,190
1583575453,195,179
1583577379,218,156
1583579302,168,197
1583581236,211,220
1583583134,145,161
1583585049,194,200
1583586974,203,171
1583588918,161,181
1583590807,148,473
1583592751,163,172
1583594670,482,156
1583596568,552,192
1583598490,475,176
1583601376,738,253
1583603292,497,235
1583605234,411,213
1583607128,1414,221
1583609049,2869,227
1583610993,5776,169
1583612885,1658,184
1583615798,2622,273
1583617695,1512,171
1583619613,1845,168
1583621556,2106,194
1583623456,1636,161
1583625370,1937,198
1583627315,2030,168
1583630171,2802,277
1583632095,1985,1507
1583634031,1683,145
1583635927,1805,165
1583637853,1477,200
1583639789,1780,204
1583641686,1595,201
1583644571,3513,312
1583646493,704,188
1583648430,153,291
1583650326,980,170
1583652251,151,172
1583654189,275,178
1583656110,190,167
1583658040,173,149
1583659935,167,170
1583661875,146,179
1583663775,163,427
1583665712,123,315
1583667610,133,506
1583669534,137,318
1583671473,137,512
1583673373,168,414
1583675296,497,431
1583677210,152,489
1583679151,131,437
1583681073,159,793
1583682967,164,833
1583684890,221,856
1583687774,257,1174
1583689692,682,1027
1583691631,676,732
1583693527,1417,1943
1583695452,182,2362
1583697389,134,3950
1583699287,131,1588
1583701237,159,1985
1583703131,158,1329
1583705322,197,1958
1583707231,153,2010
1583709133,151,1701
1583711074,181,1895
1583712973,695,1750
1583714895,1367,2252
1583716830,1320,1809
1583718753,1546,1966
1583720652,1057,1595
1583722589,1105,1847
1583724510,1045,1505
1583726440,1164,1704
1583728354,1092,1704
1583730521,1181,2522
1583732413,1363,1319
1583734344,1009,119
1583736274,998,687
1583738171,951,166
1583740092,1029,301
1583742031,937,227
1583743928,1131,238
1583745850,1045,225
1583747790,1170,241
1583749687,950,227
1583751640,2061,249
1583753539,914,177
1583755726,1109,207
1583757610,1075,204
1583759537,941,192
1583761454,1421,478
1583763395,633,378
1583765293,242,215
1583767258,247,222
1583769129,253,246
1583771049,239,256
1583772973,308,259
1583774897,353,377
1583776841,845,1744
1583778758,710,784
1583780930,308,328
1583782839,266,215
1583784735,219,158
1583786677,310,672
1583788602,229,1174
1583790492,276,664
1583792410,232,321
1583794350,240,281
1583796250,244,254
1583798168,272,315
1583800091,332,1224
1583802970,398,1888
1583804888,286,1558
1583806813,214,1144
1583808729,148,1113
1583810648,159,1118
1583812591,625,1364
1583814486,148,1022
1583816430,178,1156
1583818332,329,1083
1583820525,1258,1321
1583822419,1080,989
1583824338,2196,1013
1583826288,2223,1111
1583828199,1511,906
1583830103,1769,1045
1583832010,1091,973
1583833958,403,1133
1583835857,508,948
1583837775,1211,1951
1583839716,1045,858
1583841636,1076,1152
1583843560,834,934
1583845489,636,926
1583847433,821,1461
1583849300,796,764
1583851244,981,266
1583853141,615,257
1583855057,551,311
1583856976,1024,259
1583858900,1391,296
1583860823,1390,262
1583862733,1719,588
1583864656,1565,895
1583866573,1476,310
1583868503,1246,268
1583871392,1828,310
1583873290,1235,281
1583875212,649,214
1583877126,426,245
1583879051,419,201
1583880970,432,162
1583882887,380,225
1583884835,640,262
1583886736,607,277
1583888694,600,232
1583890570,646,238
1583892499,645,183
1583894419,621,176
1583896330,491,126
1583898258,534,758
1583900197,404,149
1583902088,521,159
1583904010,723,191
1583905934,473,231
1583907852,468,437
1583909770,521,966
1583911689,506,1042
1583914575,633,1477
1583916524,509,1565
1583918415,439,809
1583920328,433,322
1583922253,421,544
1583924169,427,1232
1583926097,478,1197
1583928982,612,1987
1583930896,432,701
1583932810,380,789
1583934783,444,2120
1583936654,319,748
1583938574,403,814
1583941475,436,685
1583943380,331,802
1583945304,348,1789
1583947223,394,1967
1583949133,433,1289
1583951053,384,1236
1583953009,370,1229
1583954894,488,1147
1583957802,707,1821
1583959716,491,1469
1583961623,501,895
1583963530,615,549
1583965451,514,517
1583967387,592,612
1583969287,540,523
1583972179,487,896
1583974097,187,624
1583976012,185,636
1583977926,207,639
1583979859,227,512
1583981771,260,617
1583983692,239,665
1583986587,359,1014
1583988494,269,595
1583990410,547,838
1583992332,3144,564
1583994254,253,561
1583996171,259,597
1583998090,263,582
1584000972,1504,810
1584002902,311,559
1584004885,710,505
1584006742,273,504
1584008683,251,479
1584010579,334,461
1584012488,250,493
1584014460,305,531
1584016339,315,425
1584018262,251,501
1584020202,236,436
1584022139,248,461
1584024027,301,386
1584025966,273,441
1584027855,317,395
1584029778,209,367
1584031693,236,411
1584033641,197,465
1584035556,169,489
1584037477,186,399
1584039370,177,406
1584041291,191,507
1584044171,229,782
1584046105,176,579
1584048020,382,498
1584049940,560,594
1584051851,257,526
1584053774,593,574
1584055690,543,557
1584058574,734,487
1584060501,622,196
1584062412,482,204
1584064339,508,215
1584066279,445,195
1584068175,488,219
1584070095,459,325
1584072058,586,447
1584073933,1299,208
1584076115,1482,280
1584078014,2151,814
1584079948,1194,2752
1584081853,942,427
1584083778,912,562
1584085700,591,660
1584087629,718,1575
1584089534,1052,698
1584091461,671,658
1584093373,484,490
1584095295,741,260
1584097246,600,288
1584099150,709,296
1584101333,472,323
1584103212,490,304
1584105135,707,243
1584107053,406,229
1584108973,359,263
1584110898,346,288
1584112813,317,206
1584114732,347,255
1584117613,482,400
1584119532,367,183
1584121453,234,188
1584123384,201,162
1584125311,232,169
1584127222,213,203
1584129149,169,157
1584131058,162,153
1584132968,163,165
1584134889,175,488
1584137775,230,632
1584139702,157,661
1584141609,150,598
1584143530,170,671
1584145471,182,551
1584147366,170,715
1584149289,165,623
1584152176,272,886
1584154107,159,615
1584156014,155,540
1584157927,192,1060
1584159881,200,723
1584161783,173,581
1584163703,502,577
1584166583,1603,1682
1584168496,614,813
1584170409,252,658
1584172326,169,521
1584174252,163,719
1584176171,175,1082
1584178093,158,655
1584180975,243,1206
1584182894,194,729
1584184837,193,636
1584186730,176,1147
1584188651,163,664
1584190570,265,1372
1584192505,192,693
1584195381,280,952
1584197534,191,604
1584199450,174,646
1584201372,364,605
1584203307,445,551
1584205253,202,613
1584207140,213,534
1584209074,213,163
1584210972,202,258
1584212894,197,272
1584214811,756,212
1584216733,752,150
1584218652,704,160
1584220685,685,166
1584222505,732,125
1584224410,612,158
1584226358,601,153
1584228253,544,141
1584230167,641,167
1584232091,614,148
1584234975,782,244
1584236893,175,175
1584238813,146,128
1584240734,151,168
1584242651,184,217
1584244568,138,450
1584246489,149,174
1584249373,242,227
1584251290,152,877
1584253208,127,1266
1584255128,187,499
1584257078,160,152
1584258971,205,154
1584260887,162,151
1584263775,297,225
1584265690,196,149
1584267631,203,124
1584269528,160,160
1584271460,170,166
1584273387,200,149
1584275287,264,143
1584278175,396,309
1584280111,637,163
1584282026,438,132
1584283940,289,158
1584285868,269,157
1584287789,282,310
1584289705,2215,364
1584291636,403,153
1584293556,1050,155
1584295466,181,177
1584297375,120,165
1584299321,132,190
1584301218,114,235
1584303150,240,249
1584305070,486,178
1584306979,295,163
1584308911,316,168
1584310813,275,128
1584312728,237,159
1584314674,172,174
1584316569,195,169
1584318495,1050,137
1584321373,1591,239
1584323546,1723,175
1584325469,1065,223
1584327371,1182,339
1584329293,1007,526
1584331284,1159,548
1584333138,991,356
1584335079,1208,375
1584336983,1988,449
1584338915,1325,396
1584340815,1281,498
1584342736,1229,449
1584344670,1266,501
1584346835,1334,513
1584348758,1298,209
