DateTime,AddedIPs,RemovedIPs
1582638526,1,2
1582640421,2,1
1582646197,1,1
1582648122,0,1
1582650199,1,0
1582654105,0,1
1582656012,0,2
1582659865,1,0
1582665624,0,1
1582671381,0,1
1582682903,0,1
1582686749,1,0
1582692810,0,1
1582705226,0,1
1582707136,1,2
1582710984,1,0
1582712928,1,0
1582715775,1,0
1582719687,1,1
1582721551,1,0
1582723466,0,1
1582725387,0,2
1582727329,0,1
1582731374,0,1
1582735233,0,1
1582737208,1,0
1582746736,1,1
1582748663,1,0
1582752490,1,0
1582754575,3,0
1582756572,1,0
1582760412,1,0
1582762369,1,0
1582764275,1,0
1582768109,1,0
1582770014,1,0
1582773866,0,1
1582789213,1,0
1582793051,2,0
1582795048,0,1
1582796906,0,1
1582798812,0,1
1582800754,0,1
1582804582,1,0
1582806491,0,1
1582808715,2,1
1582810591,1,0
1582812500,1,0
1582816640,1,0
1582824259,0,1
1582826185,1,0
1582832895,0,1
1582834827,1,0
1582836753,0,1
1582838653,0,1
1582840610,0,3
1582842494,0,1
1582846575,1,1
1582848633,2,1
1582850671,0,1
1582854497,1,1
1582856474,0,1
1582858353,1,0
1582862204,1,0
1582876586,0,1
1582878496,0,1
1582880578,0,1
1582892220,0,1
1582896022,0,3
1582897932,0,1
1582903690,0,1
1582914250,0,1
1582916188,3,0
1582920999,1,1
1582926989,2,0
1582928897,1,0
1582933699,0,2
1582935628,0,1
1582939484,0,1
1582945357,0,1
1582947373,0,1
1582962738,2,0
1582964655,1,0
1582972574,3,0
1582974512,1,0
1582980250,1,0
1582991788,1,0
1583001372,0,2
1583003315,0,1
1583005216,1,0
1583007137,0,1
1583014833,0,3
1583018660,1,0
1583028504,1,0
1583030411,2,0
1583032332,1,0
1583034264,1,0
1583038092,1,0
1583047951,2,0
1583049878,0,2
1583051776,1,1
1583057537,0,2
1583059471,0,2
1583061380,2,0
1583063354,1,0
1583067411,0,1
1583077223,0,1
1583088734,1,0
1583090676,0,1
1583094501,1,0
1583103151,1,0
1583105079,0,1
1583108900,2,0
1583116595,0,3
1583118523,0,1
1583120439,1,1
1583122331,1,0
1583124763,0,1
1583128592,1,0
1583132678,1,0
1583134587,0,2
1583138418,0,1
1583140336,1,0
1583144175,1,0
1583146098,0,2
1583149935,0,1
1583153790,3,0
1583157695,3,0
1583159550,2,0
1583161726,1,0
1583163618,1,0
1583167460,2,0
1583171326,1,0
1583175205,0,1
1583178975,1,0
1583180921,0,1
1583184974,3,0
1583188815,2,1
1583196501,0,1
1583208194,0,2
1583214016,0,1
1583217901,1,0
1583219786,1,0
1583227478,0,1
1583229375,2,0
1583231292,0,1
1583233466,1,0
1583239214,0,3
1583243054,0,3
1583244975,0,1
1583246894,0,2
1583249098,1,1
1583250980,0,1
1583252896,1,2
1583257697,1,1
1583261557,3,0
1583263457,1,0
1583265407,0,2
1583267290,1,0
1583269400,1,0
1583271373,0,2
1583273314,3,0
1583275240,0,2
1583277135,1,0
1583280973,0,1
1583290572,1,0
1583292519,2,0
1583296339,1,0
1583298525,1,0
1583302385,1,0
1583304258,2,1
1583306173,1,1
1583308096,3,0
1583315779,3,2
1583317700,2,0
1583320812,0,1
1583322737,1,0
1583336178,0,1
1583338108,1,1
1583341936,1,0
1583343857,0,1
1583347702,0,3
1583351560,1,1
1583353457,0,1
1583355380,1,0
1583357295,0,1
1583359464,1,3
1583363555,0,1
1583369305,1,0
1583371214,2,0
1583373159,2,0
1583376971,0,1
1583378897,1,2
1583382763,0,1
1583384734,0,1
1583388508,1,1
1583390414,2,0
1583392335,1,1
1583394250,0,2
1583396182,0,1
1583400013,0,1
1583401934,1,3
1583403896,1,2
1583409784,0,1
1583421389,1,0
1583423307,0,1
1583427131,1,1
1583434924,1,0
1583436737,1,1
1583440582,0,1
1583444418,1,1
1583446336,1,0
1583450176,1,0
1583455954,0,2
1583457856,0,1
1583459772,0,2
1583461690,1,0
1583463785,2,0
1583465774,1,1
1583467714,1,0
1583473456,1,0
1583475416,0,2
1583477297,0,1
1583479213,0,1
1583484970,1,0
1583489774,1,2
1583491698,1,0
1583495532,2,0
1583499372,2,0
1583501323,3,0
1583503361,2,0
1583505375,2,0
1583507315,0,1
1583509213,1,0
1583511138,1,0
1583513050,1,0
1583514974,0,1
1583516896,1,0
1583520736,0,1
1583522655,0,1
1583526489,1,0
1583530338,1,0
1583532261,1,2
1583538015,0,1
1583539943,1,0
1583549531,0,3
1583551454,1,0
1583553375,0,1
1583555290,0,1
1583559374,0,1
1583569002,0,1
1583570916,0,1
1583574733,0,1
1583578578,0,1
1583580512,1,1
1583582552,1,1
1583584599,0,1
1583586502,1,3
1583588417,0,3
1583592041,0,2
1583595852,1,1
1583597782,0,1
1583599716,0,1
1583603531,0,1
1583613371,2,1
1583615329,1,0
1583617240,1,1
1583619135,2,1
1583626830,3,1
1583638361,0,1
1583650100,1,0
1583662600,3,0
1583668337,0,2
1583670254,3,0
1583672199,1,1
1583683957,0,1
1583687781,1,0
1583701425,0,3
1583703374,0,1
1583705328,0,2
1583707236,2,0
1583712979,0,3
1583718758,1,0
1583726632,2,0
1583728582,1,0
1583736280,3,1
1583738176,1,0
1583742037,3,0
1583743934,1,0
1583745855,1,0
1583749695,0,3
1583752824,1,0
1583754758,1,0
1583756660,0,3
1583758598,0,1
1583774198,0,1
1583779955,1,0
1583781886,2,0
1583787772,1,0
1583791731,1,0
1583793642,1,2
1583795542,1,0
1583803245,2,0
1583805158,0,1
1583807086,1,0
1583809000,1,0
1583814035,1,2
1583815955,0,1
1583817853,1,0
1583819771,2,0
1583821697,2,0
1583823724,0,4
1583827479,1,0
1583829373,2,3
1583831301,0,1
1583833236,0,1
1583840892,0,1
1583842833,1,0
1583844753,0,1
1583852602,2,0
1583856492,1,0
1583858411,1,0
1583860607,1,0
1583864413,2,0
1583866346,0,1
1583868272,0,2
1583870215,2,0
1583872128,1,0
1583874103,1,0
1583875934,0,1
1583877945,1,1
1583879793,0,1
1583882652,4,1
1583884579,1,0
1583888517,0,1
1583890336,0,1
1583892505,2,0
1583894454,3,1
1583896334,3,1
1583900203,0,1
1583904015,0,1
1583905940,1,2
1583907863,0,2
1583914855,2,1
1583916734,0,2
