DateTime,AddedIPs,RemovedIPs
1582974890,6,3
1582978481,6,10
1582980603,0,13824
1582982076,7,5
1582985724,4,2
1582986611,1536,1792
1582989368,2,9
1582992864,6,6
1582996493,11,5
1583000110,8,10
1583001911,512,256
1583003645,4,8
1583007283,8,8
1583009112,256,256
1583010849,8,2
1583014476,9,6
1583016313,512,512
1583018063,3,7
1583021704,16,1
1583025321,280,261
1583028903,256,256
1583032506,14,13
1583036078,6,23
1583039695,2,7
1583043269,8,11
1583046867,6,4
1583050551,3,12
1583054015,7,1
1583057693,9,4
1583061216,2,1
1583064877,0,1
1583067004,7936,15104
1583068430,6,3
1583072049,4,4
1583075702,3,7
1583079310,3,3
1583082813,7,11
1583084036,1279,1280
1583086434,6,3
1583089987,2,13
1583091913,256,256
1583093652,7,10
1583096839,256,256
1583097244,12,5
1583100784,5,4
1583104402,9,3
1583108263,11,6
1583115245,28,12
1583118911,5,9
1583122479,4,33
1583126026,3,9
1583129666,7,1
1583133316,5,9
1583136861,4,9
1583140456,3,5
1583144099,11,5
1583147693,17,5
1583151956,7,4
1583154870,6,4
1583158511,4,8
1583162152,5,8
1583163011,1024,1279
1583165662,4,3
1583169334,4,2
1583172931,3,9
1583176506,4,7
1583180058,5,7
1583183699,7,3
1583185512,256,0
1583187274,6,4
1583190887,8,10
1583194426,9,3
1583198122,11,5
1583201674,6,4
1583205311,771,781
1583208905,5,21
1583212524,8,5
1583216059,6,7
1583220753,7,6
1583223297,8,6
1583226873,6,3
1583230514,2,4
1583234058,4,3
1583235912,1024,1280
1583237669,5,7
1583239803,9216,19200
1583241268,3,2
1583244953,6,3
1583248466,5,3
1583250312,256,256
1583252098,4,3
1583255615,4,4
1583259233,2,4
1583262853,2,9
1583266419,8,4
1583270047,3,3
1583273658,5,4
1583277256,2,3
1583280014,768,512
1583280904,5,2
1583284484,14,3
1583285412,768,768
1583288078,5,6
1583295228,7,26
1583298874,3,3
1583302668,3,9
1583306046,5,5
1583309664,4,6
1583313307,5,5
1583316777,8,5
1583320406,4,3
1583323993,5,10
1583326203,1024,12544
1583327664,7,3
1583331217,4,6
1583334842,4,5
1583338429,6,6
1583342058,3,2
1583343912,1792,2048
1583345600,3,1
1583349304,260,260
1583352819,4,4
1583356391,4,2
1583359214,768,768
1583360019,5,6
1583363592,3,4
1583367320,10,4
1583370863,18,4
1583374443,8,7
1583374513,768,512
1583378056,13,5
