DateTime,AddedIPs,RemovedIPs
1583547141,67,79
1583549063,75,84
1583550981,86,83
1583552916,91,114
1583554827,84,55
1583556761,94,79
1583558665,97,70
1583560611,77,92
1583562496,86,68
1583565435,125,135
1583567303,69,70
1583569260,88,79
1583571164,71,78
1583573080,61,82
1583574979,70,68
1583576924,55,67
1583580053,115,129
1583581959,60,85
1583583886,61,71
1583585778,47,71
1583587698,69,63
1583589868,79,98
1583591777,71,120
1583593695,162,74
1583595618,119,92
1583597572,52,122
1583599458,89,93
1583601384,63,92
1583603300,92,98
1583605246,85,111
1583607138,381,88
1583609059,805,82
1583611003,318,86
1583612893,90,89
1583615003,93,90
1583616972,98,123
1583618896,79,91
1583620835,111,83
1583622745,98,109
1583624657,110,109
1583626601,137,116
1583628499,159,134
1583630447,129,121
1583632335,127,2020
1583634261,128,103
1583636212,115,96
1583638100,100,160
1583640264,130,136
1583642178,96,111
1583644117,91,102
1583646017,83,134
1583647957,101,102
1583649875,103,96
1583651777,96,90
1583653698,343,96
1583655614,169,101
1583657559,152,91
1583659455,104,80
1583661387,113,93
1583663563,108,72
1583665494,85,90
1583667375,102,101
1583669327,99,82
1583671217,96,71
1583673172,100,78
1583675075,98,82
1583677001,91,100
1583678907,80,107
1583680814,82,194
1583682734,81,96
1583684711,91,77
1583686574,91,80
1583688505,102,65
1583690577,1960,90
1583692580,1107,79
1583694527,1042,569
1583696415,176,749
1583698339,91,81
1583700276,81,53
1583702200,66,69
1583704097,83,74
1583706060,62,73
1583707932,54,76
1583709855,67,77
1583711831,152,87
1583713695,1195,92
1583715786,1470,103
1583717774,1592,100
1583719740,1365,92
1583721618,1246,70
1583723540,1087,63
1583725457,1266,145
1583727381,1056,63
1583729297,1284,59
1583731241,1020,68
1583733131,1412,56
1583735056,856,69
1583737009,1049,63
1583738889,902,225
1583741798,1396,138
1583743718,1111,78
1583745637,971,66
1583747554,1097,56
1583749455,914,62
1583751397,2154,68
1583753314,887,49
1583755445,1058,64
1583757375,938,48
1583759320,826,55
1583761238,1009,62
1583763138,634,56
1583765089,62,55
1583766979,70,43
1583768900,95,59
1583770864,88,61
1583772758,96,57
1583774665,124,53
1583776609,579,73
1583778512,661,44
1583780578,71,44
1583782584,84,50
1583784532,76,34
1583786421,65,446
1583788613,74,1417
1583790503,78,526
1583792422,56,51
1583794359,65,43
1583796258,65,48
1583798179,90,103
1583800100,87,1230
1583802169,74,1478
1583804176,86,1616
1583806098,63,1313
1583808017,63,1267
1583809936,60,1077
1583811884,75,1547
1583813777,60,1023
1583815697,67,1283
1583817616,73,984
1583819564,82,1446
1583821490,65,859
1583823399,69,1014
1583825295,150,915
1583828210,236,1394
1583830112,133,1102
1583832018,90,959
1583833966,77,1094
1583835896,90,894
1583837787,749,2267
1583839771,884,940
1583841875,1093,1104
1583843779,874,951
1583845696,698,833
1583847614,817,1009
1583849560,757,644
1583851453,957,54
1583853400,552,75
1583855298,398,122
1583857248,370,79
1583859164,1120,70
1583861081,1442,79
1583863004,2249,714
1583864921,1953,1085
1583868036,2851,110
1583869951,2304,76
1583871892,1355,78
1583873775,1852,59
1583875689,472,70
1583877728,400,61
1583879558,357,49
1583883375,743,113
1583885341,452,52
1583887216,460,58
1583889145,419,65
1583891068,488,70
1583892983,402,37
1583894902,458,60
1583896822,416,71
1583898762,482,358
1583900667,377,44
1583902582,456,46
1583904495,351,56
1583906702,448,47
1583908605,437,45
1583910508,373,78
1583912422,405,140
1583914339,297,142
1583916261,389,123
1583918186,364,85
1583920100,357,80
1583922020,359,65
1583923949,315,527
1583925856,397,520
1583927849,411,726
1583929699,282,482
1583931869,403,484
1583933782,275,579
1583935711,316,549
1583937661,260,796
1583939545,295,474
1583941486,227,325
1583943419,259,251
1583945314,275,1422
1583947244,337,1820
1583949157,330,1312
1583951090,299,1245
1583953017,311,1209
1583954905,333,1055
1583957097,442,1422
1583959000,390,1181
1583960928,319,1436
1583962821,521,509
1583964764,435,455
1583966679,534,554
1583968600,499,501
1583970504,356,565
1583972424,237,516
1583974335,90,576
1583976262,106,573
1583979139,203,801
1583981063,146,528
1583982978,120,505
1583984907,133,886
1583986830,115,469
1583988735,114,531
1583990667,118,484
1583992576,108,523
1583994530,123,508
1583996676,129,549
1583998583,124,537
1584000511,89,444
1584002395,114,513
1584004418,117,469
1584006283,126,485
1584008199,87,428
1584010122,103,412
1584012049,104,437
1584013977,86,482
1584015879,67,381
1584017779,99,504
1584019699,87,364
1584021835,98,432
1584023794,85,344
1584025711,79,376
1584027644,85,368
1584029547,65,330
1584031489,107,347
1584033386,70,411
1584035304,90,423
1584037222,101,357
1584039166,87,369
1584041088,113,414
1584043010,62,470
1584044894,95,448
1584047074,111,436
1584048984,491,504
1584050941,345,409
1584052822,84,532
1584054738,62,497
1584056694,101,413
1584058581,114,282
1584060509,108,116
1584062418,87,125
1584064354,82,141
1584066296,113,114
1584068184,92,115
1584070105,78,228
1584072287,89,370
1584074184,97,93
1584076137,75,109
1584078024,87,107
1584079953,74,100
1584081861,86,108
1584083793,76,115
1584085707,66,117
1584087638,72,93
1584089543,73,113
1584091470,89,93
1584093389,74,83
1584095302,72,97
1584098233,145,144
1584100105,84,98
1584102061,75,80
1584103985,76,97
1584105863,68,97
1584107781,80,79
1584109709,74,71
1584111836,60,59
1584113664,66,56
1584115478,52,48
1584117378,68,81
1584119328,84,64
1584121221,59,71
1584123462,83,84
1584125322,78,72
1584127276,62,92
1584129180,102,73
1584131070,78,86
1584132982,80,87
1584134900,77,381
1584137003,72,477
1584138992,75,74
1584140902,90,77
1584142843,75,100
1584144768,76,106
1584146670,86,88
1584148589,80,102
1584150503,90,115
1584152427,100,93
1584154364,95,102
1584156265,72,155
1584158184,78,366
1584160118,93,105
1584162105,65,85
1584163964,72,72
1584165896,84,94
1584167777,87,96
1584169695,71,84
1584171614,88,84
1584173537,77,97
1584175462,63,92
1584177632,92,109
1584179571,64,93
1584181487,81,67
1584183379,85,81
1584185312,66,92
1584187501,80,99
1584189625,99,89
1584191545,80,75
1584193465,81,81
1584195390,77,92
1584197574,82,93
1584199457,65,81
1584201403,249,75
1584203311,356,53
1584205305,91,77
1584207144,100,68
1584209092,90,72
1584210976,75,86
1584212896,101,72
1584214816,169,74
1584216738,103,82
1584218656,100,87
1584220689,90,67
1584222530,92,48
1584224414,82,69
1584226362,84,90
1584228257,81,62
1584230171,91,79
1584232096,114,98
1584234210,106,77
1584236182,120,107
1584238107,93,71
1584240017,94,85
1584241951,81,76
1584243936,80,421
1584245825,72,58
1584247710,85,78
1584249619,80,44
1584251540,66,75
1584253461,70,71
1584255415,84,66
1584257339,96,68
1584259488,78,80
1584261381,73,58
1584263321,97,54
1584265224,108,51
1584267152,85,80
1584269119,96,59
1584271057,83,54
1584272902,58,49
1584274834,76,60
1584276748,83,52
1584278697,78,67
1584280576,70,52
1584282499,66,55
1584285408,96,99
1584287305,63,56
1584289247,81,508
1584291162,194,76
1584293056,1215,62
1584295028,358,67
1584296896,56,59
1584299075,73,89
1584301277,50,160
1584303182,62,61
1584305080,193,70
1584306996,265,86
1584308921,203,61
1584310842,254,63
1584312741,202,65
1584314687,138,79
1584316595,147,91
1584318503,1094,83
1584320699,1369,96
1584322826,1700,99
1584324759,1243,63
1584326666,1258,68
1584328592,1110,58
1584330522,1276,361
1584332416,1104,50
1584334332,1191,65
1584336267,1013,71
1584338197,995,62
1584340125,854,77
1584342293,1013,92
1584344180,901,70
1584346116,956,72
1584348027,973,56
1584349938,973,81
1584351873,1078,75
1584353779,862,71
1584355726,1077,78
1584357669,934,73
1584359549,986,65
1584361471,855,69
1584363378,778,58
1584365311,427,83
1584367479,1000,87
1584369382,843,80
1584371332,865,72
1584373221,367,97
1584375371,62,118
1584377342,68,136
1584379251,50,833
1584381188,56,454
1584384319,82,191
1584386190,59,115
1584388141,74,50
1584390044,80,75
1584392009,3042,102
1584393866,3050,114
1584395816,2479,121
1584397730,1819,118
1584399884,2845,101
1584401780,2810,97
1584403723,2297,226
1584405626,2691,1151
1584407542,2515,910
1584409503,4332,1337
1584411410,3725,871
1584413325,3623,937
1584415221,1499,758
1584417163,1767,973
1584419087,1331,795
1584420990,1458,933
1584422898,1420,703
1584426042,2086,1144
1584427953,1276,714
1584429899,1491,548
1584431847,1367,715
1584434946,1739,1020
1584436816,1148,588
1584438753,1373,634
1584440682,863,663
1584442589,52,704
1584444494,54,634
1584446602,42,532
1584448589,51,653
1584450538,59,487
1584452417,50,457
1584454360,56,580
1584456296,61,650
1584458176,53,541
1584460097,32,144
1584462028,32,50
1584463939,23,62
1584465877,132,34
1584467775,217,49
1584469945,153,39
