DateTime,AddedIPs,RemovedIPs
1584041521,1,5
1584042121,0,5
1584043321,0,2
1584043921,3,0
1584045121,0,5
1584045721,1,0
1584046321,0,5
1584047522,2,4
1584049321,4,3
1584049921,0,1
1584050522,1,0
1584051122,0,4
1584051721,1,2
1584052921,0,3
1584054722,0,2
1584055321,3,0
1584056521,15,10
1584057721,1,0
1584058921,1,1
1584060122,1,2
1584061321,1,2
1584063121,2,10
1584063722,2,0
1584064921,0,12
1584065521,2,2
1584066121,0,3
1584067321,1,9
1584068522,2,0
1584069722,2,4
1584070921,0,6
1584072721,0,10
1584073321,1,0
1584073921,0,3
1584075121,2,3
1584076321,0,64
1584077521,4,9
1584078122,1,1
1584079921,1,2
1584080521,0,2
1584081721,1,3
1584082921,2,14
1584084121,0,5
1584085321,2,0
1584086521,1,10
1584088922,0,3
1584089521,3,5
1584090121,0,3
1584091321,0,8
1584092521,4,0
1584093721,1,4
1584094322,4,0
1584096122,1,7
1584097322,0,4
1584098521,0,6
1584099721,1,1
1584100921,10,10
1584102121,3,2
1584102722,1,5
1584103321,3,0
1584103921,1,1
1584104522,1,0
1584105721,2,3
1584106921,1,0
1584107521,6,2
1584108721,5,1
1584109322,1,0
1584109921,1,0
1584110521,2,6
1584111721,2,2
1584112921,0,1
1584114121,4,0
1584114721,0,6
1584115321,2,0
1584115921,0,5
1584116521,0,2
1584118321,0,6
1584118922,0,2
1584120121,0,3
1584120721,1,1
1584121921,0,3
1584122521,2,0
1584123721,2,4
1584124321,5,0
1584125521,3,1
1584126121,0,5
1584126721,1,0
1584127322,0,1
1584129121,2,1
1584129721,1,2
1584130921,1,3
1584132122,0,1
1584132722,0,4
1584133321,1,0
1584133921,2,4
1584135121,0,2
1584135721,0,3
1584136921,1,8
1584137521,1,0
1584138122,1,13
1584139921,1,9
1584141121,2,4
1584142321,2,6
1584143521,0,5
1584144122,1,0
1584144722,0,24
1584147721,2,2
1584148921,2,20
1584150121,3,9
1584151322,4,9
1584152521,1,8
1584153721,7,0
1584154321,0,12
1584155521,2,0
1584156121,1,9
1584157321,1,6
1584158522,1,5
1584159721,1,13
1584160921,1,5
1584163322,1,22
1584163922,0,6
1584165721,5,10
1584166921,0,7
1584168121,1,9
1584168721,1,0
1584169321,0,12
1584170522,1,0
1584171721,3,4
1584172921,0,3
1584173522,1,2
1584174721,0,5
1584175921,5,8
1584176521,0,8
1584177121,1,9
1584177721,1,0
1584178321,1,5
1584178921,3,5
1584179521,2,0
1584180121,2,4
1584181321,0,1
1584183122,0,4
1584183721,3,0
1584185521,1,0
1584186121,1,4
1584187321,3,2
1584187921,0,1
1584188521,4,0
1584189121,1,1
1584191521,1,5
1584192121,0,7
1584193321,3,1
1584193921,2,2
1584195721,0,4
1584196321,0,2
1584197521,3,0
1584198121,0,1
1584198721,0,2
1584199921,1,3
1584200521,1,3
1584202321,2,3
1584202921,0,3
1584203521,0,2
1584204722,3,1
1584205321,1,0
1584206521,2,0
1584207121,0,2
1584208921,1,0
1584209521,1,2
1584210121,0,4
1584211321,1,2
1584212522,1,0
1584213721,2,0
1584214321,1,1
1584214922,1,4
1584216122,0,45
1584217321,4,4
1584218521,2,0
1584219121,0,2
1584219721,1,0
1584220922,1,1
1584222121,0,3
1584222721,0,2
1584224521,2,1
1584225721,1,2
1584226921,3,0
1584227521,0,3
1584228121,2,0
1584228721,0,4
1584229921,2,2
1584231122,1,0
1584231721,2,2
1584232322,1,0
1584232921,0,1
1584234121,0,3
1584235321,0,2
1584235921,2,4
1584236521,0,10
1584239521,2,3
1584240121,2,5
1584241321,1,0
1584241922,0,5
1584243721,1,4
1584244321,3,4
1584246121,3,5
1584247321,4,10
1584248521,1,0
1584249721,5,8
1584250921,3,2
1584252121,1,2
